homeinsurance,hotelsaccommodations,energyutilities,homeimprovement,haircare,homefurnishings,automotiveindustry,health,footwear,groceryfoodretailers,undergarments,tobaccoproducts,nonalcoholicbeverages,entertainmentindustry,computerselectronics,socialservices,mobilewireless,bookretailers,ticketsales,vehicleshopping,electricity,facebodycare,computervideogames,autoinsurance,homegarden,retirementpension,oilgas,apparel,internettelecom,vehiclebrands,homefinancing,homeappliances,womensclothing,childrensclothing,homemakinginteriordecor,realestate,fooddrink,newspapers,movies,beautyfitness,mensclothing,wastemanagement,realestateagencies,healthinsurance,drugsmedications,chemicalsindustry,medicalfacilitiesservices,restaurants,income,michigan_index,tbill,cci,smp500,date,consumpton
0.17647058823529413,-0.07692307692307693,0.047619047619047616,-0.023809523809523808,0.0,-0.08333333333333333,0.125,-0.03571428571428571,0.014705882352941176,0.08196721311475409,-0.0375,-0.15789473684210525,0.05128205128205128,-0.05454545454545454,-0.1506849315068493,-0.04878048780487805,0.02531645569620253,-0.06060606060606061,0.10810810810810811,-0.058823529411764705,0.02666666666666667,-0.047619047619047616,-0.13253012048192772,-0.08571428571428572,0.0,-0.013333333333333334,0.05333333333333334,0.012195121951219513,0.0,-0.0821917808219178,0.0,-0.047058823529411764,0.038461538461538464,0.10294117647058823,-0.05405405405405406,0.0273972602739726,0.0,-0.12987012987012986,-0.06976744186046512,-0.012195121951219513,-0.02564102564102564,-0.02631578947368421,-0.09523809523809523,0.14736842105263157,-0.0963855421686747,-0.08,0.022727272727272728,0.1,0.03636695107421194,-0.1372549665993865,0.46649488488415247,-0.013698731207456757,0.060553270160386766,01nov2005,3.1904098999999997
0.11235955056179775,-0.0625,-0.01282051282051282,-0.037037037037037035,0.0,-0.08536585365853659,0.0847457627118644,-0.08974358974358974,0.05063291139240506,0.06451612903225806,-0.010101010101010102,-0.28,0.012048192771084338,-0.08771929824561403,-0.1518987341772152,-0.09210526315789473,-0.033707865168539325,-0.11363636363636363,-0.011764705882352941,-0.1044776119402985,-0.16176470588235295,-0.04054054054054054,-0.1111111111111111,-0.0958904109589041,-0.06097560975609756,-0.047619047619047616,-0.014492753623188406,-0.030927835051546393,-0.0989010989010989,-0.05333333333333334,-0.06153846153846154,-0.06382978723404255,0.0,0.04411764705882353,-0.039473684210526314,-0.028985507246376812,0.02531645569620253,-0.0684931506849315,0.07291666666666667,-0.06896551724137931,0.02,-0.0547945205479452,-0.13559322033898305,0.08139534883720931,-0.1875,-0.16176470588235295,-0.09876543209876543,0.045454545454545456,0.008813649398670324,-0.06120216393442622,0.43701798362421634,-0.009282293877004279,0.02913585785354356,01dec2005,2.8568298999999997
0.011235955056179775,-0.12658227848101267,0.011764705882352941,-0.058823529411764705,-0.10909090909090909,-0.11363636363636363,0.25333333333333335,-0.08235294117647059,-0.05,-0.03571428571428571,-0.14102564102564102,-0.2676056338028169,0.038461538461538464,-0.07792207792207792,-0.2112676056338028,-0.09411764705882353,-0.06172839506172839,-0.15384615384615385,-0.056338028169014086,-0.08108108108108109,0.04878048780487805,-0.14754098360655737,-0.1095890410958904,-0.08860759493670886,-0.1111111111111111,0.0,0.0410958904109589,-0.08108108108108109,-0.043010752688172046,-0.0625,-0.0375,-0.1375,-0.013888888888888888,-0.05084745762711865,0.06,-0.044444444444444446,0.0,-0.037037037037037035,-0.022222222222222223,-0.02197802197802198,-0.08450704225352113,-0.024390243902439025,-0.13513513513513514,0.08,-0.14285714285714285,-0.07894736842105263,-0.05434782608695652,0.07575757575757576,0.04643655987927266,-0.04714915725271355,0.4504716957769668,-0.006560871247014206,0.07719048809449405,01jan2006,3.6571300000000004
-0.023255813953488372,-0.16666666666666666,0.011627906976744186,-0.08860759493670886,-0.07142857142857142,-0.0963855421686747,0.03076923076923077,-0.10465116279069768,-0.03333333333333333,0.0,-0.08974358974358974,-0.13157894736842105,-0.02631578947368421,-0.28205128205128205,-0.2,-0.12195121951219512,0.0,-0.16129032258064516,-0.07246376811594203,-0.1111111111111111,-0.05063291139240506,-0.08196721311475409,-0.07246376811594203,-0.06493506493506493,-0.07792207792207792,-0.13636363636363635,0.03896103896103896,-0.06578947368421052,-0.03333333333333333,-0.0875,-0.11538461538461539,-0.136986301369863,-0.012987012987012988,0.046153846153846156,-0.05,-0.03333333333333333,-0.07692307692307693,-0.07894736842105263,-0.08433734939759036,-0.03409090909090909,-0.07042253521126761,-0.08108108108108109,-0.06666666666666667,-0.022727272727272728,-0.13953488372093023,-0.08860759493670886,-0.02127659574468085,0.029411764705882353,0.049833578196230154,-0.08535180226130808,0.4266365429632751,-0.005513724966062911,0.06017209876157619,01feb2006,3.5161099
0.011764705882352941,-0.10126582278481013,-0.15476190476190477,-0.1,-0.03508771929824561,-0.10526315789473684,-0.08196721311475409,-0.045454545454545456,-0.06451612903225806,0.01818181818181818,-0.12162162162162163,-0.16666666666666666,0.0875,0.14666666666666667,-0.2698412698412698,-0.07407407407407407,-0.04,-0.15789473684210525,-0.039473684210526314,-0.12162162162162163,-0.012987012987012988,-0.08196721311475409,-0.10144927536231885,-0.09090909090909091,-0.06329113924050633,-0.08888888888888889,-0.0821917808219178,-0.05405405405405406,-0.07142857142857142,-0.1,-0.08860759493670886,-0.11428571428571428,-0.012345679012345678,0.0,-0.07462686567164178,-0.021739130434782608,-0.12903225806451613,-0.01282051282051282,-0.060240963855421686,-0.04597701149425287,0.025974025974025976,-0.10666666666666667,-0.06578947368421052,-0.012048192771084338,-0.06976744186046512,-0.13513513513513514,-0.021052631578947368,0.046875,0.04907533402009324,-0.04161975159460625,0.3924612242810987,-0.00455609075029682,0.0882559639191579,01mar2006,3.51266
0.08421052631578947,-0.09210526315789473,0.043010752688172046,-0.024390243902439025,-0.11475409836065574,-0.08,-0.11864406779661017,-0.06976744186046512,-0.031746031746031744,0.08771929824561403,-0.07246376811594203,-0.19718309859154928,0.05,0.0,-0.1076923076923077,-0.075,0.0,-0.125,-0.054945054945054944,0.024390243902439025,0.024691358024691357,-0.015873015873015872,-0.058823529411764705,-0.039473684210526314,-0.060240963855421686,0.07608695652173914,0.07142857142857142,0.013157894736842105,-0.023529411764705882,-0.03571428571428571,-0.024691358024691357,-0.10294117647058823,0.03409090909090909,0.08771929824561403,-0.078125,-0.010869565217391304,0.06060606060606061,-0.025974025974025976,-0.10256410256410256,-0.04597701149425287,0.0,-0.05813953488372093,-0.06578947368421052,0.05952380952380952,-0.12048192771084337,-0.11842105263157894,-0.02197802197802198,0.015625,0.04614935140452571,-0.0034324369923926954,0.39565216077504706,-0.005189007268779191,0.1173194161497318,01apr2006,3.0290301
0.022222222222222223,-0.14473684210526316,0.03333333333333333,-0.05952380952380952,-0.06666666666666667,-0.09859154929577464,-0.2,-0.07317073170731707,-0.017241379310344827,0.017543859649122806,-0.17647058823529413,-0.13043478260869565,0.013157894736842105,-0.11764705882352941,-0.21311475409836064,-0.0945945945945946,-0.01282051282051282,-0.1724137931034483,-0.046511627906976744,-0.01282051282051282,-0.012987012987012988,-0.1016949152542373,-0.10144927536231885,-0.07692307692307693,-0.08235294117647059,-0.0410958904109589,0.0,-0.013888888888888888,-0.03571428571428571,-0.08860759493670886,-0.09210526315789473,-0.11940298507462686,0.012345679012345678,0.058823529411764705,-0.11290322580645161,-0.056179775280898875,0.0,-0.0684931506849315,-0.28205128205128205,-0.07142857142857142,-0.09722222222222222,-0.04819277108433735,-0.08,0.047619047619047616,-0.08641975308641975,-0.15492957746478872,-0.06976744186046512,0.0,0.041169728688987516,-0.0986094083087082,0.39830508043665597,-0.008660719983239267,0.061877504743758256,01may2006,3.2966900000000003
0.031914893617021274,-0.07407407407407407,0.0,-0.09090909090909091,-0.034482758620689655,-0.0547945205479452,-0.2916666666666667,-0.06329113924050633,0.017241379310344827,0.1111111111111111,-0.06944444444444445,-0.08955223880597014,0.05063291139240506,-0.058823529411764705,-0.140625,-0.05333333333333334,0.0,-0.18333333333333332,0.0,-0.0125,0.025974025974025976,-0.016129032258064516,0.0,0.0,0.0,-0.1,0.0,-0.014705882352941176,-0.011494252873563218,-0.07407407407407407,-0.125,-0.05555555555555555,0.06329113924050633,0.09433962264150944,-0.015625,-0.021739130434782608,0.046875,-0.01282051282051282,-0.037037037037037035,-0.047619047619047616,-0.028169014084507043,-0.05,-0.05194805194805195,-0.024390243902439025,-0.05,-0.13043478260869565,-0.010869565217391304,0.046153846153846156,0.04067683843571353,-0.13074202283293232,0.3799582463465553,-0.01134002033033078,0.06209258384506386,01jun2006,2.43466
0.09090909090909091,-0.05747126436781609,0.03409090909090909,-0.010638297872340425,-0.034482758620689655,-0.04938271604938271,-0.19148936170212766,-0.05128205128205128,0.01639344262295082,0.09375,-0.09722222222222222,-0.14925373134328357,0.07407407407407407,-0.10714285714285714,-0.1746031746031746,-0.06666666666666667,-0.011904761904761904,-0.27419354838709675,-0.010526315789473684,-0.047619047619047616,0.11235955056179775,-0.04918032786885246,-0.08,-0.011627906976744186,-0.04597701149425287,-0.09722222222222222,-0.05405405405405406,0.0,-0.03333333333333333,-0.04597701149425287,-0.0975609756097561,-0.02531645569620253,0.01282051282051282,0.08333333333333333,-0.057971014492753624,-0.02040816326530612,0.04477611940298507,0.012195121951219513,-0.03409090909090909,-0.05813953488372093,0.014084507042253521,0.023529411764705882,-0.06172839506172839,-0.03614457831325301,-0.0625,-0.16417910447761194,-0.033707865168539325,0.058823529411764705,0.038756458249726206,-0.13931527057787269,0.349494923211916,-0.010055341514525796,0.03327424686290793,01jul2006,2.18818
0.06,-0.13580246913580246,-0.09090909090909091,-0.10344827586206896,-0.03389830508474576,-0.0975609756097561,-0.24489795918367346,-0.075,-0.029850746268656716,0.04838709677419355,-0.08571428571428572,-0.15942028985507245,0.13793103448275862,0.0,-0.19696969696969696,-0.07792207792207792,-0.034482758620689655,-0.10810810810810811,0.03225806451612903,-0.17647058823529413,0.04819277108433735,-0.04838709677419355,-0.0684931506849315,-0.07954545454545454,-0.09523809523809523,-0.05194805194805195,-0.1794871794871795,-0.05128205128205128,-0.06382978723404255,-0.10714285714285714,-0.12195121951219512,-0.09090909090909091,0.012345679012345678,0.014705882352941176,-0.0410958904109589,-0.031914893617021274,-0.015151515151515152,-0.10975609756097561,-0.03571428571428571,-0.07058823529411765,-0.08695652173913043,-0.024390243902439025,-0.075,-0.07954545454545454,-0.07228915662650602,-0.14285714285714285,-0.010638297872340425,0.029411764705882353,0.03686511614220134,-0.08658534146341462,0.30645159274193545,-0.0032394245460499803,0.06403484100833254,01aug2006,2.2317099999999996
-0.11627906976744186,-0.10294117647058823,-0.21951219512195122,-0.0625,-0.07547169811320754,-0.05333333333333334,0.0,-0.10256410256410256,0.06349206349206349,0.017241379310344827,-0.10606060606060606,-0.11267605633802817,0.13414634146341464,-0.21568627450980393,-0.1746031746031746,-0.2077922077922078,-0.05128205128205128,-0.1076923076923077,-0.02564102564102564,-0.1917808219178082,-0.15492957746478872,-0.05172413793103448,-0.03076923076923077,-0.11842105263157894,-0.02564102564102564,-0.058823529411764705,-0.3333333333333333,0.02531645569620253,-0.05813953488372093,-0.14864864864864866,-0.05555555555555555,-0.07042253521126761,0.05063291139240506,0.1111111111111111,0.04054054054054054,-0.012345679012345678,0.07575757575757576,-0.1518987341772152,-0.06666666666666667,-0.05128205128205128,-0.028985507246376812,-0.012658227848101266,-0.043478260869565216,-0.05063291139240506,-0.037037037037037035,-0.1527777777777778,-0.02247191011235955,0.03225806451612903,0.04631413808313438,0.09953161359410741,0.28898125340917363,0.006943845993119825,0.08012868211251263,01sep2006,3.22877
-0.044444444444444446,-0.10606060606060606,-0.16455696202531644,-0.11392405063291139,-0.07692307692307693,-0.12162162162162163,-0.4166666666666667,-0.08641975308641975,-0.015384615384615385,0.06666666666666667,-0.11764705882352941,-0.19117647058823528,0.0625,-0.125,-0.2,-0.11392405063291139,-0.06666666666666667,-0.16363636363636364,-0.21333333333333335,-0.04411764705882353,-0.15492957746478872,-0.06779661016949153,-0.07142857142857142,-0.04225352112676056,-0.09333333333333334,-0.013513513513513514,-0.2537313432835821,-0.045454545454545456,-0.047619047619047616,-0.06944444444444445,-0.056338028169014086,-0.09859154929577464,0.02531645569620253,-0.04054054054054054,-0.125,-0.08,-0.03076923076923077,-0.0875,-0.08860759493670886,-0.10526315789473684,-0.08695652173913043,-0.05263157894736842,-0.06153846153846154,-0.07142857142857142,-0.0625,-0.16901408450704225,-0.056818181818181816,0.0,0.04487483394611464,0.2072649723774567,0.2459349746761183,0.01331374614445673,0.12404742761277185,01oct2006,3.3668001000000003
0.03409090909090909,-0.1016949152542373,-0.16666666666666666,-0.13513513513513514,-0.08333333333333333,-0.09090909090909091,-0.4222222222222222,-0.10526315789473684,-0.046153846153846156,0.016129032258064516,-0.1267605633802817,-0.16923076923076924,0.025,-0.2222222222222222,-0.15873015873015872,-0.09333333333333334,-0.05333333333333334,-0.17857142857142858,-0.05714285714285714,-0.046153846153846156,-0.15384615384615385,-0.05,0.04597701149425287,-0.04477611940298507,-0.1527777777777778,-0.07142857142857142,-0.22950819672131148,-0.05128205128205128,-0.07317073170731707,-0.10606060606060606,-0.078125,-0.0759493670886076,-0.02631578947368421,0.014492753623188406,-0.12121212121212122,-0.10606060606060606,-0.02857142857142857,-0.02666666666666667,-0.10256410256410256,-0.10810810810810811,-0.0684931506849315,-0.0410958904109589,-0.08620689655172414,-0.1875,-0.07792207792207792,-0.19047619047619047,-0.1,0.01639344262295082,0.041517912163310425,0.11400651713369202,0.2145748944418037,0.011762442744451854,0.10791572363864838,01nov2006,3.0485301
0.0,-0.14285714285714285,-0.09859154929577464,-0.0945945945945946,-0.057692307692307696,-0.10810810810810811,-0.3111111111111111,-0.08333333333333333,-0.025974025974025976,0.015873015873015872,-0.1,-0.0273972602739726,0.03488372093023256,-0.1875,-0.16176470588235295,-0.07042253521126761,-0.08536585365853659,-0.07317073170731707,-0.11842105263157894,-0.06349206349206349,0.04225352112676056,-0.07246376811594203,0.021739130434782608,-0.057971014492753624,-0.07894736842105263,-0.05,-0.1694915254237288,-0.05434782608695652,-0.02247191011235955,-0.07142857142857142,0.0,-0.056179775280898875,0.0,-0.0967741935483871,-0.10144927536231885,-0.029850746268656716,0.0,-0.04285714285714286,-0.14285714285714285,-0.011627906976744186,-0.07526881720430108,0.013513513513513514,-0.05357142857142857,-0.13157894736842105,-0.03896103896103896,-0.21428571428571427,-0.0125,0.014925373134328358,0.041120910211600255,0.0021809924377641605,0.19793810717398155,0.007242465315745298,0.11986885708242262,01dec2006,3.2867501000000003
0.0,-0.16176470588235295,-0.08974358974358974,-0.08974358974358974,-0.057692307692307696,-0.1282051282051282,-0.5957446808510638,-0.1038961038961039,-0.01694915254237288,0.05084745762711865,-0.14705882352941177,-0.09230769230769231,0.04878048780487805,-0.08450704225352113,-0.16393442622950818,-0.08974358974358974,0.0,-0.14705882352941177,-0.09230769230769231,-0.05714285714285714,-0.0379746835443038,-0.05172413793103448,0.0,-0.025974025974025976,-0.0945945945945946,-0.10112359550561797,-0.140625,-0.05714285714285714,-0.08139534883720931,-0.17647058823529413,-0.03896103896103896,-0.05263157894736842,-0.014084507042253521,0.04838709677419355,-0.3157894736842105,-0.046511627906976744,-0.03076923076923077,-0.05194805194805195,-0.125,-0.0963855421686747,-0.05970149253731343,-0.025,-0.1044776119402985,-0.14942528735632185,-0.037037037037037035,-0.22580645161290322,-0.033707865168539325,-0.03125,0.0320987430782454,0.05882357979724298,0.14859441767068288,0.005012295151078148,0.10996773834686845,01jan2007,2.90452
0.011494252873563218,-0.09859154929577464,-0.13157894736842105,-0.025974025974025976,0.0,-0.0641025641025641,-0.16071428571428573,-0.08860759493670886,-0.034482758620689655,0.017241379310344827,-0.14705882352941177,-0.16923076923076924,0.0379746835443038,0.09302325581395349,-0.14754098360655737,-0.07894736842105263,-0.125,-0.12727272727272726,0.014285714285714285,-0.02857142857142857,-0.01282051282051282,-0.016666666666666666,0.0,-0.0547945205479452,-0.1,-0.060240963855421686,-0.24193548387096775,-0.07042253521126761,-0.0975609756097561,-0.15942028985507245,-0.012987012987012988,-0.028169014084507043,-0.013157894736842105,-0.06557377049180328,-0.15942028985507245,-0.08433734939759036,0.029850746268656716,0.0,-0.07792207792207792,-0.07317073170731707,-0.109375,0.0,-0.10294117647058823,-0.11392405063291139,-0.075,-0.16176470588235295,-0.09302325581395349,0.0,0.032422880350217065,0.05038341565005214,0.11928436901453798,0.003317341434658289,0.0896773638189223,01feb2007,2.61747
