"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.9939,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.771,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.8814,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.9173,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.8225,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.6579,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.1989,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-10",99.99527,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.1388,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.368,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.7201,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.9036,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.9416,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.7887,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.4923,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.2458,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-07",99.98892,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-08",99.65417,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-09",99.72208,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-10",99.86505,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-11",99.97358,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.4111,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.911,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-02",101.2328,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-03",101.4584,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-04",101.67,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-05",101.9234,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-06",101.9374,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-07",101.735,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-08",101.4309,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-09",101.3341,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-10",101.2579,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-11",101.1132,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2007-12",100.8858,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-01",100.3834,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.66129,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-03",99.02787,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-04",98.67259,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-05",98.50362,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-06",98.30418,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-07",98.19994,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-08",98.36115,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.51004,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-10",98.45592,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-11",98.54305,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2008-12",98.71006,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-01",98.70133,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-02",98.59616,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-03",98.61857,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-04",98.8446,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-05",99.17999,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-06",99.83024,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-07",100.5675,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-08",101.1745,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-09",101.6021,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-10",101.7607,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-11",101.6887,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2009-12",101.5938,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-01",101.6257,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-02",101.5736,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-03",101.4311,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-04",101.1495,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-05",100.781,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-06",100.6601,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-07",100.9768,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-08",101.3007,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-09",101.3581,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-10",101.3054,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-11",101.0743,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2010-12",100.823,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-01",100.5699,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-02",100.4457,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-03",100.3488,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.2691,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-05",100.0861,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.74832,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.35685,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.20452,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.37183,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-10",99.58079,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-11",99.72388,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2011-12",99.65515,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-01",99.64383,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.64737,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.52174,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.4157,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.39908,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-06",99.46944,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.56866,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.61198,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.68726,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.81266,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.96089,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-12",100.0332,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-01",100.2086,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-02",100.4736,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.546,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.3067,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.0254,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.0031,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.1573,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.442,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.6933,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.7429,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.6642,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.4241,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.1604,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.92497,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.74857,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.57751,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.35086,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.27086,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.33334,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.40777,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.37361,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.34436,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.30381,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.23478,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.35859,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.60731,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.69885,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.68403,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.65603,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.46685,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.35211,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.42397,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.48743,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.66479,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.83488,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.85345,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.78104,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.76492,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.71362,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.71095,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.86835,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.92965,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.90946,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.93239,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.9548,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.94087,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.84013,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-12",99.70088,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-01",99.67146,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-02",99.74162,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-03",99.77198,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-04",99.72227,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-05",99.62093,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-06",99.51535,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-07",99.4738,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-08",99.49203,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-09",99.63432,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-10",99.81629,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-11",99.96104,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.1155,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.2064,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.1839,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.1298,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.0811,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.0841,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.1437,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.2203,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.1705,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.0677,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.0537,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.1426,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.2351,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-01",100.5776,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-02",100.5711,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-03",100.5509,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.5393,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.5319,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-06",100.5838,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-07",100.6367,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-08",100.6271,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.5814,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.5556,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.598,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-12",100.681,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-01",100.7377,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.7047,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.5986,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.5029,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.4857,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.5312,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.4786,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.2553,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.0028,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-10",99.98362,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.2118,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.5176,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.7076,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.7343,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.6885,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.5939,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.4586,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.3938,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-07",100.3711,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-08",100.3822,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.4975,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.676,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.7892,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.8649,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.914,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.8737,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.8116,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.7971,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.8215,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.8077,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.7745,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-08",100.6336,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-09",100.4485,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.2254,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-11",99.99187,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-12",99.81598,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.62189,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.32948,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-03",98.99978,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-04",98.62119,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-05",98.26829,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-06",98.01219,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-07",97.93375,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.957,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.87525,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-10",97.5075,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.1605,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.94418,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.82998,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.80889,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-03",97.00963,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.43944,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.87311,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-06",98.20503,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.41213,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-08",98.59518,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.7878,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-10",98.8651,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-11",98.89479,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-12",98.99035,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.10925,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-02",99.18369,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.24077,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.27911,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.29449,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.29836,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.26315,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.26352,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.27545,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.32762,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.43342,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.51209,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.52072,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.44347,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-03",99.25844,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-04",99.17095,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-05",99.18091,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.08256,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-07",98.81422,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-08",98.50002,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.3529,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.34954,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.46976,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.65452,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.863,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.00999,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.09149,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.1132,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.09334,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.98749,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.90228,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.86597,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.89214,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.94054,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.94432,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.90926,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.98457,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.10532,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.21558,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.33279,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.51569,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.67665,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.77557,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.76014,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.66747,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.58256,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.60623,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.69268,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.7404,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.77404,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.86367,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.98671,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.0503,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.0597,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.0248,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.98914,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.98071,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0118,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.0999,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.2646,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.4372,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.5361,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.5779,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.572,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.5136,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.468,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.3526,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.2346,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.1692,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.2624,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.4126,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.459,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.3832,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.2584,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.2003,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.2219,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.3014,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.3126,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.2558,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.2403,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.2554,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.2701,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.3417,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.4243,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.4573,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.492,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.5794,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.6763,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.7422,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.7592,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.7773,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.8258,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.882,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.9574,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.9848,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.9888,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.0206,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.0637,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.0877,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.073,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.055,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.0427,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.0334,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.9672,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.8904,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.8014,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.7019,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.5975,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-01",98.72156,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-02",98.77798,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-03",98.75729,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-04",98.86108,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-05",98.95966,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-06",99.06618,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-07",99.11863,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-08",99.21201,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-09",99.28687,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-10",99.35481,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-11",99.42363,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2004-12",99.52905,
